Annee;Region;id_departement;Departement;Animaux;Tetes certfiées bio / ruches
2010;CORSE;2B;HAUTE-CORSE;Poules pondeuses;s
2010;CORSE;2B;HAUTE-CORSE;Ruches;1017
2010;CORSE;2B;HAUTE-CORSE;Truies;s
2010;CORSE;2B;HAUTE-CORSE;Vaches allaitantes;391
2010;FRANCHE-COMTE;25;DOUBS;Brebis viande;294
2010;FRANCHE-COMTE;25;DOUBS;Chèvres;483
2010;FRANCHE-COMTE;25;DOUBS;Poules pondeuses;1547
2010;FRANCHE-COMTE;25;DOUBS;Poulets;s
2010;FRANCHE-COMTE;25;DOUBS;Ruches;s
2010;FRANCHE-COMTE;25;DOUBS;Truies;s
2010;FRANCHE-COMTE;25;DOUBS;Vaches allaitantes;132
2010;FRANCHE-COMTE;25;DOUBS;Vaches laitières;2766
2010;FRANCHE-COMTE;70;HAUTE-SAONE;Brebis viande;473
2010;FRANCHE-COMTE;70;HAUTE-SAONE;Chèvres;102
2010;FRANCHE-COMTE;70;HAUTE-SAONE;Poules pondeuses;4655
2010;FRANCHE-COMTE;70;HAUTE-SAONE;Poulets;3100
2010;FRANCHE-COMTE;70;HAUTE-SAONE;Truies;32
2010;FRANCHE-COMTE;70;HAUTE-SAONE;Vaches allaitantes;390
2010;FRANCHE-COMTE;70;HAUTE-SAONE;Vaches laitières;1597
2010;FRANCHE-COMTE;39;JURA;Brebis laitières;111
2010;FRANCHE-COMTE;39;JURA;Brebis viande;527
2010;FRANCHE-COMTE;39;JURA;Chèvres;333
2010;FRANCHE-COMTE;39;JURA;Poules pondeuses;968
2010;FRANCHE-COMTE;39;JURA;Poulets;s
2010;FRANCHE-COMTE;39;JURA;Ruches;999
2010;FRANCHE-COMTE;39;JURA;Truies;s
2010;FRANCHE-COMTE;39;JURA;Vaches allaitantes;463
2010;FRANCHE-COMTE;39;JURA;Vaches laitières;2131
2010;FRANCHE-COMTE;90;TERRITOIRE DE BELFORT;Chèvres;s
2010;FRANCHE-COMTE;90;TERRITOIRE DE BELFORT;Poules pondeuses;s
2010;FRANCHE-COMTE;90;TERRITOIRE DE BELFORT;Vaches laitières;s
2010;HAUTE-NORMANDIE;27;EURE;Brebis viande;238
2010;HAUTE-NORMANDIE;27;EURE;Chèvres;s
2010;HAUTE-NORMANDIE;27;EURE;Poules pondeuses;s
2010;HAUTE-NORMANDIE;27;EURE;Poulets;s
2010;HAUTE-NORMANDIE;27;EURE;Truies;s
2010;HAUTE-NORMANDIE;27;EURE;Vaches allaitantes;247
2010;HAUTE-NORMANDIE;27;EURE;Vaches laitières;306
2010;HAUTE-NORMANDIE;76;SEINE-MARITIME;Brebis viande;s
2010;HAUTE-NORMANDIE;76;SEINE-MARITIME;Chèvres;s
2010;HAUTE-NORMANDIE;76;SEINE-MARITIME;Poules pondeuses;6555
2010;HAUTE-NORMANDIE;76;SEINE-MARITIME;Poulets;s
2010;HAUTE-NORMANDIE;76;SEINE-MARITIME;Ruches;s
2010;HAUTE-NORMANDIE;76;SEINE-MARITIME;Vaches allaitantes;139
2010;HAUTE-NORMANDIE;76;SEINE-MARITIME;Vaches laitières;619
2010;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Brebis viande;s
2010;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Poules pondeuses;2098
2010;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Ruches;s
2010;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Vaches allaitantes;s
2010;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Vaches laitières;s
2010;ILE-DE-FRANCE;95;VAL-D'OISE;Brebis viande;s
2010;ILE-DE-FRANCE;95;VAL-D'OISE;Chèvres;s
2010;ILE-DE-FRANCE;95;VAL-D'OISE;Vaches allaitantes;s
2010;ILE-DE-FRANCE;78;YVELINES;Brebis viande;s
2010;ILE-DE-FRANCE;78;YVELINES;Chèvres;s
2010;ILE-DE-FRANCE;78;YVELINES;Poules pondeuses;8860
2010;ILE-DE-FRANCE;78;YVELINES;Poulets;s
2010;ILE-DE-FRANCE;78;YVELINES;Ruches;s
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Brebis laitières;s
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Brebis viande;1841
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Chèvres;310
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Poules pondeuses;2753
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Poulets;2302
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Ruches;846
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Truies;s
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Vaches allaitantes;1037
2010;LANGUEDOC-ROUSSILLON;11;AUDE;Vaches laitières;28
2010;LANGUEDOC-ROUSSILLON;30;GARD;Brebis laitières;s
2010;LANGUEDOC-ROUSSILLON;30;GARD;Brebis viande;1214
2010;LANGUEDOC-ROUSSILLON;30;GARD;Chèvres;647
2010;LANGUEDOC-ROUSSILLON;30;GARD;Poules pondeuses;6344
2010;LANGUEDOC-ROUSSILLON;30;GARD;Poulets;21235
2010;LANGUEDOC-ROUSSILLON;30;GARD;Ruches;2468
2010;LANGUEDOC-ROUSSILLON;30;GARD;Vaches allaitantes;221
2010;LANGUEDOC-ROUSSILLON;30;GARD;Vaches laitières;s
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Brebis laitières;s
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Brebis viande;538
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Chèvres;626
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Poules pondeuses;1220
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Poulets;s
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Ruches;2684
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Truies;s
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Vaches allaitantes;105
2010;LANGUEDOC-ROUSSILLON;34;HERAULT;Vaches laitières;s
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Brebis laitières;5818
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Brebis viande;4169
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Chèvres;329
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Poules pondeuses;s
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Poulets;162996
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Ruches;2882
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Truies;s
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Vaches allaitantes;600
2010;LANGUEDOC-ROUSSILLON;48;LOZERE;Vaches laitières;s
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Brebis laitières;s
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Brebis viande;197
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Chèvres;429
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Poules pondeuses;4277
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Poulets;s
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Ruches;1564
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Truies;s
2010;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Vaches allaitantes;477
2010;LIMOUSIN;19;CORREZE;Brebis viande;1021
2010;LIMOUSIN;19;CORREZE;Chèvres;s
2010;LIMOUSIN;19;CORREZE;Poules pondeuses;759
2010;LIMOUSIN;19;CORREZE;Poulets;s
2010;LIMOUSIN;19;CORREZE;Ruches;2463
2010;LIMOUSIN;19;CORREZE;Truies;s
2010;LIMOUSIN;19;CORREZE;Vaches allaitantes;1457
2010;LIMOUSIN;19;CORREZE;Vaches laitières;221
2010;LIMOUSIN;23;CREUSE;Brebis laitières;s
2010;LIMOUSIN;23;CREUSE;Brebis viande;1297
2010;LIMOUSIN;23;CREUSE;Chèvres;101
2010;LIMOUSIN;23;CREUSE;Poules pondeuses;1980
2010;LIMOUSIN;23;CREUSE;Poulets;75610
2010;LIMOUSIN;23;CREUSE;Ruches;635
2010;LIMOUSIN;23;CREUSE;Truies;141
2010;LIMOUSIN;23;CREUSE;Vaches allaitantes;1573
2010;LIMOUSIN;23;CREUSE;Vaches laitières;103
2010;LIMOUSIN;87;HAUTE-VIENNE;Brebis viande;4769
2010;LIMOUSIN;87;HAUTE-VIENNE;Chèvres;226
2010;LIMOUSIN;87;HAUTE-VIENNE;Poules pondeuses;11741
2010;LIMOUSIN;87;HAUTE-VIENNE;Poulets;6780
2010;LIMOUSIN;87;HAUTE-VIENNE;Ruches;s
2010;LIMOUSIN;87;HAUTE-VIENNE;Truies;270
2010;LIMOUSIN;87;HAUTE-VIENNE;Vaches allaitantes;1451
2010;LIMOUSIN;87;HAUTE-VIENNE;Vaches laitières;68
2010;LORRAINE;54;MEURTHE-ET-MOSELLE;Poules pondeuses;s
2010;LORRAINE;54;MEURTHE-ET-MOSELLE;Poulets;5852
2010;LORRAINE;54;MEURTHE-ET-MOSELLE;Truies;s
2010;LORRAINE;54;MEURTHE-ET-MOSELLE;Vaches allaitantes;352
2010;LORRAINE;54;MEURTHE-ET-MOSELLE;Vaches laitières;635
2010;LORRAINE;55;MEUSE;Brebis viande;s
2010;LORRAINE;55;MEUSE;Poules pondeuses;s
2010;LORRAINE;55;MEUSE;Poulets;s
2010;LORRAINE;55;MEUSE;Ruches;s
2010;LORRAINE;55;MEUSE;Truies;s
2010;LORRAINE;55;MEUSE;Vaches allaitantes;237
2010;LORRAINE;55;MEUSE;Vaches laitières;536
2010;LORRAINE;57;MOSELLE;Brebis laitières;s
2010;LORRAINE;57;MOSELLE;Brebis viande;s
2010;LORRAINE;57;MOSELLE;Chèvres;s
2010;LORRAINE;57;MOSELLE;Poules pondeuses;1949
2010;LORRAINE;57;MOSELLE;Poulets;s
2010;LORRAINE;57;MOSELLE;Ruches;s
2010;LORRAINE;57;MOSELLE;Truies;s
2010;LORRAINE;57;MOSELLE;Vaches allaitantes;803
2010;LORRAINE;57;MOSELLE;Vaches laitières;940
2010;LORRAINE;88;VOSGES;Brebis laitières;s
2010;LORRAINE;88;VOSGES;Brebis viande;1212
2010;LORRAINE;88;VOSGES;Chèvres;180
2010;LORRAINE;88;VOSGES;Poules pondeuses;4769
2010;LORRAINE;88;VOSGES;Poulets;s
2010;LORRAINE;88;VOSGES;Ruches;s
2010;LORRAINE;88;VOSGES;Truies;17
2010;LORRAINE;88;VOSGES;Vaches allaitantes;1039
2010;LORRAINE;88;VOSGES;Vaches laitières;2274
2010;MIDI-PYRENEES;9;ARIEGE;Brebis laitières;s
2010;MIDI-PYRENEES;9;ARIEGE;Brebis viande;1800
2010;MIDI-PYRENEES;9;ARIEGE;Chèvres;443
2010;MIDI-PYRENEES;9;ARIEGE;Poules pondeuses;1490
2010;MIDI-PYRENEES;9;ARIEGE;Poulets;s
2010;MIDI-PYRENEES;9;ARIEGE;Ruches;2726
2010;MIDI-PYRENEES;9;ARIEGE;Truies;31
2010;MIDI-PYRENEES;9;ARIEGE;Vaches allaitantes;1153
2010;MIDI-PYRENEES;9;ARIEGE;Vaches laitières;193
2010;MIDI-PYRENEES;12;AVEYRON;Brebis laitières;27846
2010;MIDI-PYRENEES;12;AVEYRON;Brebis viande;7049
2010;MIDI-PYRENEES;12;AVEYRON;Chèvres;253
2010;MIDI-PYRENEES;12;AVEYRON;Poules pondeuses;1502
2010;MIDI-PYRENEES;12;AVEYRON;Poulets;24700
2010;MIDI-PYRENEES;12;AVEYRON;Ruches;2385
2010;MIDI-PYRENEES;12;AVEYRON;Truies;295
2010;MIDI-PYRENEES;12;AVEYRON;Vaches allaitantes;2652
2010;MIDI-PYRENEES;12;AVEYRON;Vaches laitières;857
2010;MIDI-PYRENEES;32;GERS;Brebis laitières;s
2010;MIDI-PYRENEES;32;GERS;Brebis viande;1655
2010;MIDI-PYRENEES;32;GERS;Chèvres;165
2010;MIDI-PYRENEES;32;GERS;Poules pondeuses;20618
2010;MIDI-PYRENEES;32;GERS;Poulets;341815
2010;MIDI-PYRENEES;32;GERS;Ruches;s
2010;MIDI-PYRENEES;32;GERS;Truies;57
2010;MIDI-PYRENEES;32;GERS;Vaches allaitantes;623
2010;MIDI-PYRENEES;32;GERS;Vaches laitières;77
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Brebis viande;1308
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Chèvres;157
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Poules pondeuses;6796
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Poulets;28700
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Ruches;369
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Truies;33
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Vaches allaitantes;532
2010;MIDI-PYRENEES;31;HAUTE-GARONNE;Vaches laitières;55
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Brebis laitières;260
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Brebis viande;456
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Chèvres;273
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Poules pondeuses;s
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Poulets;s
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Ruches;717
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Truies;9
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Vaches allaitantes;365
2010;MIDI-PYRENEES;65;HAUTES-PYRENEES;Vaches laitières;65
2010;MIDI-PYRENEES;46;LOT;Brebis laitières;s
2010;MIDI-PYRENEES;46;LOT;Brebis viande;2695
2010;MIDI-PYRENEES;46;LOT;Chèvres;268
2010;MIDI-PYRENEES;46;LOT;Poules pondeuses;6704
2010;MIDI-PYRENEES;46;LOT;Poulets;87945
2010;MIDI-PYRENEES;46;LOT;Ruches;336
2010;MIDI-PYRENEES;46;LOT;Truies;39
2010;MIDI-PYRENEES;46;LOT;Vaches allaitantes;173
2010;MIDI-PYRENEES;46;LOT;Vaches laitières;s
2010;MIDI-PYRENEES;81;TARN;Brebis laitières;s
2010;MIDI-PYRENEES;81;TARN;Brebis viande;1283
2010;MIDI-PYRENEES;81;TARN;Chèvres;270
2010;MIDI-PYRENEES;81;TARN;Poules pondeuses;11961
2010;MIDI-PYRENEES;81;TARN;Poulets;53660
2010;MIDI-PYRENEES;81;TARN;Ruches;s
2010;MIDI-PYRENEES;81;TARN;Truies;30
2010;MIDI-PYRENEES;81;TARN;Vaches allaitantes;758
2010;MIDI-PYRENEES;81;TARN;Vaches laitières;315
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Brebis laitières;s
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Brebis viande;544
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Chèvres;811
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Poules pondeuses;11716
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Poulets;79360
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Ruches;s
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Truies;s
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Vaches allaitantes;451
2010;MIDI-PYRENEES;82;TARN-ET-GARONNE;Vaches laitières;113
2010;NORD-PAS-DE-CALAIS;59;NORD;Brebis viande;s
2010;NORD-PAS-DE-CALAIS;59;NORD;Chèvres;s
2010;NORD-PAS-DE-CALAIS;59;NORD;Poules pondeuses;28011
2010;NORD-PAS-DE-CALAIS;59;NORD;Poulets;1741
2010;NORD-PAS-DE-CALAIS;59;NORD;Ruches;s
2010;NORD-PAS-DE-CALAIS;59;NORD;Truies;s
2010;NORD-PAS-DE-CALAIS;59;NORD;Vaches allaitantes;133
2010;NORD-PAS-DE-CALAIS;59;NORD;Vaches laitières;1057
2010;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Brebis viande;s
2010;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Chèvres;s
2010;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Poules pondeuses;31303
2010;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Poulets;s
2010;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Truies;s
2010;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Vaches allaitantes;79
2010;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Vaches laitières;255
2010;OUTRE-MER;973;GUYANE;Poules pondeuses;s
2010;OUTRE-MER;973;GUYANE;Ruches;s
2010;OUTRE-MER;973;GUYANE;Vaches allaitantes;508
2010;OUTRE-MER;974;LA REUNION;Chèvres;s
2010;OUTRE-MER;974;LA REUNION;Poules pondeuses;287
2010;OUTRE-MER;974;LA REUNION;Poulets;s
2010;OUTRE-MER;974;LA REUNION;Ruches;s
2010;OUTRE-MER;974;LA REUNION;Truies;s
2010;OUTRE-MER;974;LA REUNION;Vaches allaitantes;s
2010;OUTRE-MER;972;MARTINIQUE;Brebis viande;s
2010;OUTRE-MER;972;MARTINIQUE;Poules pondeuses;s
2010;OUTRE-MER;972;MARTINIQUE;Poulets;s
2010;OUTRE-MER;972;MARTINIQUE;Vaches allaitantes;s
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Brebis laitières;300
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Brebis viande;2016
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Chèvres;812
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Poules pondeuses;26566
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Poulets;260285
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Ruches;775
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Truies;446
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Vaches allaitantes;3672
2010;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Vaches laitières;6491
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Brebis laitières;s
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Brebis viande;1511
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Chèvres;575
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Poules pondeuses;12482
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Poulets;116193
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Ruches;s
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Truies;389
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Vaches allaitantes;3511
2010;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Vaches laitières;2540
2010;PAYS DE LA LOIRE;53;MAYENNE;Brebis laitières;s
2010;PAYS DE LA LOIRE;53;MAYENNE;Brebis viande;685
2010;PAYS DE LA LOIRE;53;MAYENNE;Chèvres;s
2010;PAYS DE LA LOIRE;53;MAYENNE;Poules pondeuses;79295
2010;PAYS DE LA LOIRE;53;MAYENNE;Poulets;177312
2010;PAYS DE LA LOIRE;53;MAYENNE;Ruches;s
2010;PAYS DE LA LOIRE;53;MAYENNE;Truies;503
2010;PAYS DE LA LOIRE;53;MAYENNE;Vaches allaitantes;1075
2010;PAYS DE LA LOIRE;53;MAYENNE;Vaches laitières;2426
2010;PAYS DE LA LOIRE;72;SARTHE;Brebis laitières;s
2010;PAYS DE LA LOIRE;72;SARTHE;Brebis viande;631
2010;PAYS DE LA LOIRE;72;SARTHE;Chèvres;s
2010;PAYS DE LA LOIRE;72;SARTHE;Poules pondeuses;166596
2010;PAYS DE LA LOIRE;72;SARTHE;Poulets;650418
2010;PAYS DE LA LOIRE;72;SARTHE;Truies;108
2010;PAYS DE LA LOIRE;72;SARTHE;Vaches allaitantes;1500
2010;PAYS DE LA LOIRE;72;SARTHE;Vaches laitières;1341
2010;PAYS DE LA LOIRE;85;VENDEE;Brebis viande;2048
2010;PAYS DE LA LOIRE;85;VENDEE;Chèvres;521
2010;PAYS DE LA LOIRE;85;VENDEE;Poules pondeuses;120031
2010;PAYS DE LA LOIRE;85;VENDEE;Poulets;1247522
2010;PAYS DE LA LOIRE;85;VENDEE;Ruches;s
2010;PAYS DE LA LOIRE;85;VENDEE;Truies;273
2010;PAYS DE LA LOIRE;85;VENDEE;Vaches allaitantes;2555
2010;PAYS DE LA LOIRE;85;VENDEE;Vaches laitières;1524
2010;PICARDIE;2;AISNE;Brebis viande;s
2010;PICARDIE;2;AISNE;Chèvres;s
2010;PICARDIE;2;AISNE;Poules pondeuses;440
2010;PICARDIE;2;AISNE;Poulets;s
2010;PICARDIE;2;AISNE;Ruches;s
2010;PICARDIE;2;AISNE;Vaches allaitantes;81
2010;PICARDIE;2;AISNE;Vaches laitières;372
2010;PICARDIE;60;OISE;Poules pondeuses;13609
2010;PICARDIE;60;OISE;Vaches allaitantes;130
2010;PICARDIE;60;OISE;Vaches laitières;606
2010;PICARDIE;80;SOMME;Brebis viande;s
2010;PICARDIE;80;SOMME;Poules pondeuses;70750
2010;PICARDIE;80;SOMME;Vaches allaitantes;95
2010;PICARDIE;80;SOMME;Vaches laitières;s
2010;POITOU-CHARENTES;16;CHARENTE;Brebis viande;276
2010;POITOU-CHARENTES;16;CHARENTE;Chèvres;280
2010;POITOU-CHARENTES;16;CHARENTE;Poules pondeuses;12400
2010;POITOU-CHARENTES;16;CHARENTE;Poulets;18200
2010;POITOU-CHARENTES;16;CHARENTE;Ruches;s
2010;POITOU-CHARENTES;16;CHARENTE;Truies;112
2010;POITOU-CHARENTES;16;CHARENTE;Vaches allaitantes;706
2010;POITOU-CHARENTES;16;CHARENTE;Vaches laitières;s
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Brebis viande;574
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Chèvres;69
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Poules pondeuses;s
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Poulets;29300
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Ruches;s
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Truies;s
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Vaches allaitantes;253
2010;POITOU-CHARENTES;17;CHARENTE-MARITIME;Vaches laitières;62
2010;POITOU-CHARENTES;79;DEUX-SEVRES;Brebis viande;2097
2010;POITOU-CHARENTES;79;DEUX-SEVRES;Chèvres;1215
2010;POITOU-CHARENTES;79;DEUX-SEVRES;Poules pondeuses;30414
2010;POITOU-CHARENTES;79;DEUX-SEVRES;Poulets;925783
2010;POITOU-CHARENTES;79;DEUX-SEVRES;Truies;325
2010;POITOU-CHARENTES;79;DEUX-SEVRES;Vaches allaitantes;1422
2010;POITOU-CHARENTES;79;DEUX-SEVRES;Vaches laitières;214
2010;POITOU-CHARENTES;86;VIENNE;Brebis viande;1498
2010;POITOU-CHARENTES;86;VIENNE;Chèvres;187
2010;POITOU-CHARENTES;86;VIENNE;Poules pondeuses;5335
2010;POITOU-CHARENTES;86;VIENNE;Poulets;74650
2010;POITOU-CHARENTES;86;VIENNE;Truies;s
2010;POITOU-CHARENTES;86;VIENNE;Vaches allaitantes;736
2010;POITOU-CHARENTES;86;VIENNE;Vaches laitières;s
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Brebis laitières;s
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Brebis viande;4665
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Chèvres;574
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Poules pondeuses;s
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Poulets;s
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Ruches;790
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Truies;35
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Vaches allaitantes;254
2010;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Vaches laitières;38
2010;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Brebis laitières;s
2010;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Brebis viande;980
2010;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Chèvres;358
2010;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Poules pondeuses;1299
2010;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Poulets;s
2010;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Ruches;964
2010;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Brebis viande;1970
2010;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Chèvres;220
2010;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Poules pondeuses;4748
2010;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Poulets;s
2010;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Ruches;2276
2010;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Truies;s
2010;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Vaches allaitantes;971
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Brebis laitières;148
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Brebis viande;3989
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Chèvres;768
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Poules pondeuses;2431
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Poulets;2061
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Ruches;670
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Truies;s
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Vaches allaitantes;386
2010;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Vaches laitières;162
2010;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Brebis laitières;s
2010;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Brebis viande;197
2010;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Chèvres;945
2010;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Poules pondeuses;1735
2010;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Poulets;s
2010;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Ruches;1617
2010;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Brebis viande;s
2010;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Chèvres;s
2010;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Poules pondeuses;33190
2010;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Poulets;5210
2010;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Ruches;1893
